"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2"
1.37375217021048,0,-0.138650440557019,0,0,0,0,-0.355385030680414,0,-0.422516647836942,0,1.63929902902163,-0.0439596745131719,-0.241953879844691,-0.00468227117017699,0,0,0,-0.402256749562252,0,-0.589768573368379,0.0712122034125876,1.88288284652896,-0.130360813457764,-0.35569493392455,-0.102891551527811,0,0,0.0645444748849116,-0.263523102691299,0.0614959896268646,-0.85957608737844,0.312215581409078
0,1.76012369724747,0,0,0,-1.019925377368,-0.290556299131384,0,0,0,-0.0279913047726248,-0.0439596745131719,2.36393918811208,-0.0104817446835302,0,0.259810323679356,-1.70455906252903,-0.396464765880519,0,0,0,-0.123574535039763,-0.130360813457764,3.41575315673631,-0.181438922612991,-0.0399359546551754,1.23147325838878,-3.14775263114216,-0.489341626425374,0,0,0,-0.294133021739155
-0.138650440557019,0,1.19717506455714,0,0,0,0.0461081124835671,-0.416563993046284,0,0,0,-0.241953879844691,-0.0104817446835302,1.41256796872597,0,0,0,0.102454454073943,-0.76530052383327,0.262961608074875,0,-0.0744596993896732,-0.35569493392455,-0.181438922612991,1.80145755336062,0.0424141580123876,0,-0.0257002062284143,0.0113069942938959,-1.43172810707323,0.925689804958651,0.0200683189540699,-0.164252566551653
0,0,0,1.17761565727646,-0.222122832889748,-0.276069841353997,0,0,-0.0306084949366666,0,0,-0.00468227117017699,0,0,1.37265315026289,-0.484938067426994,-0.552786083134117,0.0382962217948061,0,-0.0939352379185532,0.413927291335216,0.0119115507913106,-0.102891551527811,-0.0399359546551754,0.0424141580123876,1.84893791896889,-1.04670578245678,-1.18102120149765,0.182187310021008,0,-0.0623443196653037,1.31091361252916,0.158831520719071
0,0,0,-0.222122832889748,1.89782329676587,-0.294329925048482,0,-0.315585586271975,-0.172282836214609,-0.713952462967487,-0.0628852265292992,0,0.259810323679356,0,-0.484938067426994,2.6815882101689,-0.412183858903906,0,-0.538467086181268,-0.299428234892544,-1.15160875493563,-0.339616060400898,0,1.23147325838878,0,-1.04670578245678,4.14128607351972,-0.842383212517503,0,-0.748791110642235,-0.709729000082448,-1.97107603519192,-0.877388553497822
0,-1.019925377368,0,-0.276069841353997,-0.294329925048482,2.66890369886567,-0.158406446764276,0,-0.588816284081228,-0.600368752490021,-0.0323598928791175,0,-1.70455906252903,0,-0.552786083134117,-0.412183858903906,4.24968988444414,-0.198301595100641,-0.0126323015458577,-1.03560492056085,-0.944474277480672,-0.279239528575504,0,-3.14775263114216,-0.0257002062284143,-1.18102120149765,-0.842383212517503,7.48002929162842,-0.365626877603963,-0.129209605534927,-1.87161962614989,-1.50264832409022,-0.796353502523227
0,-0.290556299131384,0.0461081124835671,0,0,-0.158406446764276,1.22180339258281,0,-0.154320286087277,-0.0359244455020924,0,0,-0.396464765880519,0.102454454073943,0.0382962217948061,0,-0.198301595100641,1.46997049802703,0.351752369946002,-0.433785871029647,-0.138362750092188,0,0.0645444748849116,-0.489341626425374,0.0113069942938959,0.182187310021008,0,-0.365626877603963,1.85814129598599,0.932467953297006,-0.795588919822629,-0.323403720223181,0.166743661389803
-0.355385030680414,0,-0.416563993046284,0,-0.315585586271975,0,0,1.82381867878136,-0.577375851140537,-0.0321574387009164,0.173924152830368,-0.402256749562252,0,-0.76530052383327,0,-0.538467086181268,-0.0126323015458577,0.351752369946002,2.72177630627645,-1.00516365154174,-0.148111891873457,0.443224184908218,-0.263523102691299,0,-1.43172810707323,0,-0.748791110642235,-0.129209605534927,0.932467953297006,4.23848067186381,-1.81769186451472,-0.443504846799155,0.886397555041453
0,0,0,-0.0306084949366666,-0.172282836214609,-0.588816284081228,-0.154320286087277,-0.577375851140537,2.00642975408307,-0.29733019792537,0.228603301194693,0,0,0.262961608074875,-0.0939352379185532,-0.299428234892544,-1.03560492056085,-0.433785871029647,-1.00516365154174,3.25508857915657,-0.495305090782215,0.7921016070617,0.0614959896268646,0,0.925689804958651,-0.0623443196653037,-0.709729000082448,-1.87161962614989,-0.795588919822629,-1.81769186451472,5.49602977588373,-0.841072169543775,1.66267870430527
-0.422516647836942,0,0,0,-0.713952462967487,-0.600368752490021,-0.0359244455020924,-0.0321574387009164,-0.29733019792537,2.16720940519101,-0.0569731700331954,-0.589768573368379,0,0,0.413927291335216,-1.15160875493563,-0.944474277480672,-0.138362750092188,-0.148111891873457,-0.495305090782215,3.15017474322095,-0.306624026994291,-0.85957608737844,0,0.0200683189540699,1.31091361252916,-1.97107603519192,-1.50264832409022,-0.323403720223181,-0.443504846799155,-0.841072169543775,4.87786933405326,-0.649229033594246
0,-0.0279913047726248,0,0,-0.0628852265292992,-0.0323598928791175,0,0.173924152830368,0.228603301194693,-0.0569731700331954,1.07483639041975,0.0712122034125876,-0.123574535039763,-0.0744596993896732,0.0119115507913106,-0.339616060400898,-0.279239528575504,0,0.443224184908218,0.7921016070617,-0.306624026994291,1.42848629068378,0.312215581409078,-0.294133021739155,-0.164252566551653,0.158831520719071,-0.877388553497822,-0.796353502523227,0.166743661389803,0.886397555041453,1.66267870430527,-0.649229033594246,2.2091976384526
